StartDate,EndDate,Status,Progress,Duration__in_seconds_,Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent,Pol_7,W2_Knowledge,Gender,Race,W1_Feeling_1,W1_Actions_1_1,W1_Actions_1_2,W1_Actions_1_3,W1_Actions_1_4,W1_Actions_1_5,W1_Actions_1_6,W1_Actions_1_7,W1_Actions_1_8,W1_Actions_2_1,W1_Actions_2_2,W1_Actions_2_3,W1_Actions_2_4,W1_Actions_2_5,W1_Actions_2_6,W1_Actions_2_7,W2_Feeling_1,W2_Trust_1,W2_Quality_1,W2_Impact,W2_Petition,W2_Meeting,Educ,Birthyear,Home_Region,Marital_Status,Income,Employment_Status,Q96,Industry,Work_Region,Automation_Prob,Automation_Prob,Attention_Sincere,Attention_Honest,mTurk,Block_ID,Wing_Order,Vignette
6/14/2019,6/14/2019,0,100,120,1,6/14/2019,R_2ALp3eYvhQxb3YD,anonymous,EN,1,2,3,2,2,6, ,1,1,1, ,1, , , , , , ,1, , ,7,2,4,6,1, ,3,1978,2,1,6,1,1,7,2,0.7142,0.7142,1,5,6835795,AA Lib Female,W2,W2_Health_Transparency
6/14/2019,6/14/2019,0,100,119,1,6/14/2019,R_1BWa63wz2xfu7Qv,anonymous,EN,1,6,4,1,1,-7, , ,1, ,1, , , ,1, , , , , , ,0,2,2,5,2,6,3,1973,3,3,4,1,2,6,3,0.221,0.221,5,5,1367138,W Con Male,W1,W2_Courts_Transparency
6/14/2019,6/14/2019,0,100,120,1,6/14/2019,R_22JS0QS9C4ScZKr,anonymous,EN,1,6,2,2,1,-10,1, ,1, , , , , ,1, , , , , , ,3,2,3,5,4,3,5,1992,3,5,4,1,2,4,3,0.7515,0.7515,1,5,833535,W Con Female,W1,W2_Health_Transparency
6/14/2019,6/14/2019,0,100,143,1,6/14/2019,R_A70oDDeWACzv3R7,anonymous,EN,1,6,3,1,1,6, , , , ,1, , , , ,1, , , , , ,5,4,8,6,3,2,5,1989,2,5,10,2,1,10,1,0.1739,0.1739,1,5,9312844,W Con Male,W2,W2_Health_Control
6/14/2019,6/14/2019,0,100,131,1,6/14/2019,R_1kHe0OXxsIVRPoe,anonymous,EN,1,1,2,2,1,-10,1, ,1, ,1, , , ,1, , , , , , ,-6,-4,-6,4,4,5,3,1983,2,1,11,1,1,7,2,0.7142,0.7142,1,5,7108150,W Lib Female,W2,W2_Health_Bias
6/14/2019,6/14/2019,0,100,164,1,6/14/2019,R_1CEGXYvPXnwsEWI,anonymous,EN,1,3,2,1,1,-6, ,1,1, , ,1, , , , , , , , ,1,2,1,0,5,6,6,2,1988,3,5,4,1,3,5,3,0.66,0.66,1,5,3768460,W Lib Male,W2,W2_Courts_Transparency
6/14/2019,6/14/2019,0,100,88,1,6/14/2019,R_esrvF27WLMKN8tz,anonymous,EN,1,2,3,1,1,4, , , , ,1, ,1, ,1, , , , , , ,2,2,3,4,4,4,5,1982,3,1,6,1,1,6,3,0.221,0.221,1,5,2185952,W Lib Male,W1,W2_Courts_Transparency
6/14/2019,6/14/2019,0,100,127,1,6/14/2019,R_3iL9AItfj41ZOON,anonymous,EN,1,5,3,2,1,-9,1, ,1, ,1, , , , , , , , , ,1,7,6,3,5,2,3,6,1979,3,1,11,1,2,13,3,0.2325,0.2325,1,5,7599450,W Con Female,W2,W2_Health_Transparency
6/14/2019,6/14/2019,0,100,146,1,6/14/2019,R_4Mymd8rlxMPmPGF,anonymous,EN,1,5,3,1,1,-9, ,1, , ,1,1, , , ,1, , ,1,1, ,-8,-10,-4,2,3,2,8,1981,3,5,4,1,2,17,3,0.8274,0.8274,1,5,5640383,W Con Male,W2,W2_Courts_Control
6/14/2019,6/14/2019,0,100,88,1,6/14/2019,R_W10RfGdi3ozGw9j,anonymous,EN,1,1,3,1,1,-7, , , , , , ,1, , , , , ,1, , ,4,5,2,4,4,7,6,1986,2,5,6,1,3,6,2,0.221,0.221,1,5,8595271,W Lib Male,W2,W2_Health_Control
6/14/2019,6/14/2019,0,100,134,1,6/14/2019,R_3ff66xZ7v0KXQrO,anonymous,EN,1,2,3,2,2,6, , ,1, , , , , , ,1, , , , , ,4,4,4,5,3,3,5,1980,3,1,6,1,1,13,3,0.2325,0.2325,1,5,2283135,AA Lib Female,W1,W2_Courts_Bias
6/14/2019,6/14/2019,0,100,163,1,6/14/2019,R_2XmU7WAedXSH8lW,anonymous,EN,1,5,2,2,1,-9,1, ,1, , , ,1, ,1, , , , , , ,-8,-8,-8,4,3,3,5,1990,3,1,9,1,3,13,3,0.2325,0.2325,1,5,8128923,W Con Female,W2,W2_Health_Bias
6/14/2019,6/14/2019,0,100,123,1,6/14/2019,R_3M9boig75KxbQox,anonymous,EN,1,6,1,1,3,-10, ,1,1,1, ,1, , , , , , ,1, , ,3,2,2,4,5,3,3,1996,3,5,3,1,2,5,3,0.66,0.66,1,5,2949441,O Con Male,W1,W2_Health_Agency
6/14/2019,6/14/2019,0,100,102,1,6/14/2019,R_3QLTS8qbFvCvU5a,anonymous,EN,1,7,4,1,2,9,1,1, , , , , , , ,1, , ,1, , ,8,5,7,6,5,2,8,1990,2,1,11,1,1,13,3,0.2325,0.2325,3,5,8443510,AA Con Male,W1,W2_Health_Agency
6/14/2019,6/14/2019,0,100,119,1,6/14/2019,R_5tlOvp1GY5nxAJz,anonymous,EN,1,2,2,1,4,-10, ,1, , , , , , , , , , , , ,1,0,3,0,5,5,6,5,1986,3,1,5,2,1,12,3,0.0606,0.0606,1,5,4899535,O Lib Male,W2,W2_Courts_Agency
6/14/2019,6/14/2019,0,100,179,1,6/14/2019,R_3ixu0kTHoApU3Ol,anonymous,EN,1,3,2,2,1,-10, , ,1,1,1, ,1, ,1, , , ,1,1, ,-10,-10,-10,4,2,3,5,1992,3,5,9,1,1,13,3,0.2325,0.2325,1,5,2904171,W Lib Female,W2,W2_Health_Control
6/14/2019,6/14/2019,0,100,140,1,6/14/2019,R_32J9S1bCjWSaXnw,anonymous,EN,1,1,3,1,1,0, , , , , , , ,1, , , , , , ,1,-3,0,-4,4,7,7,3,1983,3,5,2,1,1,6,3,0.221,0.221,1,5,4233742,W Lib Male,W2,W2_Courts_Bias
6/14/2019,6/14/2019,0,100,144,1,6/14/2019,R_r765WLNeLKufTBD,anonymous,EN,1,3,3,1,4,-8,1, ,1,1,1, ,1, ,1, , ,1, , , ,9,6,1,4,5,3,5,1984,3,1,7,2,1,12,2,0.0606,0.0606,1,5,7045319,O Lib Male,W2,W2_Health_Transparency
6/14/2019,6/14/2019,0,100,183,1,6/14/2019,R_3fCYDYyGhJxA8FB,anonymous,EN,1,3,2,2,3,-10,1, ,1, ,1, , , ,1, , , ,1,1, ,-2,1,4,4,5,5,5,1990,3,5,4,1,1,17,3,0.8274,0.8274,1,5,4892815,O Lib Female,W2,W2_Courts_Bias
6/14/2019,6/14/2019,0,100,139,1,6/14/2019,R_1JOOntbqjhY2kuF,anonymous,EN,1,2,2,1,1,-3,1, , , ,1, , , ,1,1, , , , , ,3,3,3,6,4,3,5,1976,2,5,6,1,1,7,2,0.7142,0.7142,1,5,2902148,W Lib Male,W1,W2_Health_Control
6/14/2019,6/14/2019,0,100,123,1,6/14/2019,R_3M4iChs82T9E3Vi,anonymous,EN,1,2,2,2,4,-7,1, , , ,1, , , , , , , , , ,1,-4,-4,-2,4,4,3,8,1981,2,1,11,1,1,13,2,0.2325,0.2325,1,5,254190,O Lib Female,W1,W2_Health_Bias
6/14/2019,6/14/2019,0,100,162,1,6/14/2019,R_1GUILUn1Gmt0gy6,anonymous,EN,1,2,3,1,4,-10, , ,1, , , , , ,1, , , ,1, , ,4,4,5,6,6,6,5,1990,3,5,3,1,1,14,2,0.2318,0.2318,1,5,6441705,O Lib Male,W1,W2_Courts_Control
6/14/2019,6/14/2019,0,100,160,1,6/14/2019,R_1pAm9S9wt5MbIlF,anonymous,EN,1,1,2,2,1,-5,1, , , , , , , ,1, , , , , , ,-4,-3,-3,3,4,4,3,1972,1,1,8,1,1,5,2,0.66,0.66,1,5,6358860,W Lib Female,W1,W2_Health_Transparency
6/14/2019,6/14/2019,0,100,181,1,6/14/2019,R_33j4K47tjnZEXtY,anonymous,EN,1,4,2,1,1,-7,1, ,1, ,1, , , , , , , , , ,1,-4,-8,-5,3,4,4,5,1993,3,5,2,1,3,15,3,0.7837,0.7837,1,5,7916167,W Ind Male,W1,W2_Courts_Transparency
6/14/2019,6/14/2019,0,100,101,1,6/14/2019,R_2TO8PnPzAbwJ3gD,anonymous,EN,1,1,2,1,1,-3,1, ,1,1, , , , ,1,1, , , , , ,-1,-1,-1,4,4,4,6,1974,2,4,7,1,1,12,3,0.0606,0.0606,1,5,3305260,W Lib Male,W1,W2_Health_Transparency
6/14/2019,6/14/2019,0,100,144,1,6/14/2019,R_27BUOoBCTUwDLIp,anonymous,EN,1,6,3,2,1,-5,1, , , ,1, ,1, , , , , , , ,1,1,3,4,5,4,4,5,1983,3,3,3,1,2,15,3,0.7837,0.7837,1,5,6092638,W Con Female,W2,W2_Health_Control
6/14/2019,6/14/2019,0,100,194,1,6/14/2019,R_6yVC15zgsdfnx17,anonymous,EN,1,2,2,2,1,-10, ,1, , , ,1, , ,1, , , , , , ,-8,-10,-9,3,6,7,4,1964,3,5,2,3,3,6,3,0.221,0.221,1,5,969647,W Lib Female,W2,W2_Health_Agency
6/14/2019,6/14/2019,0,100,123,1,6/14/2019,R_T5F19eStlKQwNGN,anonymous,EN,1,4,4,1,1,-8,1,1,1, ,1, ,1, ,1,1, , , , , ,4,2,1,5,2,2,3,1998,3,5,4,1,3,5,3,0.66,0.66,1,5,6172339,W Ind Male,W2,W2_Courts_Bias
6/14/2019,6/14/2019,0,100,133,1,6/14/2019,R_1JLrk8Q4qR9szRr,anonymous,EN,1,2,3,2,4,-6, ,1, , ,1, ,1, , ,1,1, ,1, , ,4,3,6,5,2,2,5,1993,1,1,6,2,1,7,1,0.7142,0.7142,1,5,85446,O Lib Female,W2,W2_Health_Agency
6/14/2019,6/14/2019,0,100,135,1,6/14/2019,R_41QPjB88wfnpAJz,anonymous,EN,1,5,2,1,1,-5, , , , , , , ,1, , , , , , ,1,0,0,2,4,7,7,4,1987,2,4,1,3,3,4,2,0.7515,0.7515,1,5,2535231,W Con Male,W1,W2_Health_Control
6/14/2019,6/14/2019,0,100,163,1,6/14/2019,R_3e4vIb4SwO4hrvI,anonymous,EN,1,5,4,1,1,-6, , , , , , , ,1, , , , , , ,1,2,1,-1,5,7,7,5,1985,1,1,7,2,3,15,1,0.7837,0.7837,1,5,4838719,W Con Male,W1,W2_Health_Control
6/14/2019,6/14/2019,0,100,192,1,6/14/2019,R_XKUbj9yOAspiB1f,anonymous,EN,1,2,2,1,1,-8, , ,1, , ,1, , , , , , , , ,1,-4,-2,-4,4,5,7,5,1989,3,5,5,2,1,10,3,0.1739,0.1739,1,5,736998,W Lib Male,W2,W2_Health_Transparency
6/14/2019,6/14/2019,0,100,167,1,6/14/2019,R_3fCAAB8hqJfwEI2,anonymous,EN,1,2,3,2,1,-10, ,1,1,1,1, ,1, , , , , ,1, , ,-3,-5,0,3,4,7,6,1985,3,1,11,1,2,12,3,0.0606,0.0606,1,5,5336151,W Lib Female,W2,W2_Health_Transparency
6/14/2019,6/14/2019,0,100,139,1,6/14/2019,R_vcy6EPnYyCco7Lz,anonymous,EN,1,4,2,1,4,0,1, , , , , , , ,1, , , , , , ,1,2,0,5,3,3,6,1984,1,3,3,1,3,12,1,0.0606,0.0606,1,5,3834013,O Ind Male,W2,W2_Health_Transparency
6/14/2019,6/14/2019,0,100,170,1,6/14/2019,R_31G8RVkuOYuDphK,anonymous,EN,1,3,3,1,2,-4,1, , , , , , , ,1, , , , , , ,7,8,6,6,2,2,2,1986,3,5,3,1,3,12,3,0.0606,0.0606,1,5,5107142,AA Lib Male,W1,W2_Courts_Agency
6/14/2019,6/14/2019,0,100,170,1,6/14/2019,R_5jbnLSfbGlgvdUR,anonymous,EN,1,2,2,1,1,4, , ,1, ,1,1, , , , , ,1, ,1, ,5,4,4,5,2,3,6,1984,3,1,11,2,2,6,1,0.221,0.221,1,5,9132827,W Lib Male,W1,W2_Health_Agency
6/14/2019,6/14/2019,0,100,199,1,6/14/2019,R_22KRt4s44teavGz,anonymous,EN,1,6,4,1,2,8,1,1, , , , , , ,1,1,1, , , , ,7,8,8,7,1,1,5,1984,1,1,6,2,2,10,1,0.1739,0.1739,5,5,4071149,AA Con Male,W2,W2_Courts_Bias
6/14/2019,6/14/2019,0,100,95,1,6/14/2019,R_33xbTneBOLB6UPw,anonymous,EN,1,4,2,1,1,0, ,1, , , , , , , ,1, , , , , ,0,-6,3,5,5,4,3,1993,1,5,4,2,2,2,1,0.6777,0.6777,5,5,3393390,W Ind Male,W1,W2_Health_Agency
6/14/2019,6/14/2019,0,100,178,1,6/14/2019,R_2E5feYCwSHzDwUU,anonymous,EN,1,2,2,2,2,-3,1, , , ,1, , , , , , , , , ,1,0,-1,1,4,5,5,3,1994,2,5,3,1,1,13,2,0.2325,0.2325,1,5,8718824,AA Lib Female,W2,W2_Health_Agency
6/14/2019,6/14/2019,0,100,118,1,6/14/2019,R_3FR7UJotLmxnaed,anonymous,EN,1,2,2,1,1,-9,1, , ,1,1, , , ,1, , , , , , ,-5,-5,0,4,4,4,5,1975,3,4,11,1,1,6,2,0.221,0.221,1,5,3399216,W Lib Male,W1,W2_Courts_Agency
6/14/2019,6/14/2019,0,100,110,1,6/14/2019,R_3HANBpeOMnwbe9p,anonymous,EN,1,4,4,1,1,4, , ,1, , , , , , , ,1, , , , ,3,5,4,5,3,3,5,1995,3,5,2,3,1,6,3,0.221,0.221,5,5,1976391,W Ind Male,W2,W2_Courts_Control
6/14/2019,6/14/2019,0,100,172,1,6/14/2019,R_DAcIXLZmpwig2Hf,anonymous,EN,1,6,2,1,4,0,1, ,1,1,1, ,1, , , , ,1, , , ,-4,-4,-6,2,6,1,5,1980,2,1,9,2,2,7,2,0.7142,0.7142,1,5,9470959,O Con Male,W2,W2_Health_Bias
6/14/2019,6/14/2019,0,100,226,1,6/14/2019,R_2zJ8KovkFiEJYUi,anonymous,EN,1,1,4,1,1,-6,1, ,1,1,1, , , ,1, , , , , , ,-2,-2,2,4,7,6,5,1983,3,5,8,1,1,6,2,0.221,0.221,1,5,3071803,W Lib Male,W1,W2_Health_Bias
6/14/2019,6/14/2019,0,100,78,1,6/14/2019,R_1g7xSZd1487Ot9k,anonymous,EN,1,7,3,1,1,2, ,1, , , , , , , ,1, , , , , ,3,4,4,6,3,2,5,1986,2,1,3,1,2,10,1,0.1739,0.1739,2,3,2038532,W Con Male,W1,W2_Health_Agency
6/14/2019,6/14/2019,0,100,160,1,6/14/2019,R_3M0uR4VZfJHccdq,anonymous,EN,1,4,3,1,3,-5,1, ,1,1,1, ,1, ,1, , , ,1,1, ,6,6,8,6,2,3,3,1982,2,5,4,1,3,15,2,0.7837,0.7837,5,5,7244132,O Ind Male,W2,W2_Courts_Bias
6/14/2019,6/14/2019,0,100,185,1,6/14/2019,R_323GhOjIiMFT1Z4,anonymous,EN,1,1,1,2,1,0,1, ,1, , , , , , , , , , , ,1,0,-2,0,4,6,7,2,1977,1,1,8,1,1,15,1,0.7837,0.7837,1,5,2363993,W Lib Female,W2,W2_Courts_Bias
6/14/2019,6/14/2019,0,100,186,1,6/14/2019,R_3iKDvlnLY1NT1Et,anonymous,EN,1,6,3,2,1,-10,1, , , , ,1, , , ,1, , , , , ,5,4,5,5,2,3,3,1972,1,1,8,1,2,6,1,0.221,0.221,5,5,9343923,W Con Female,W1,W2_Courts_Agency
6/14/2019,6/14/2019,0,100,185,1,6/14/2019,R_3NyeemZDNeonIL2,anonymous,EN,1,6,3,1,1,-10, , , , ,1, , , ,1, , , , , , ,-6,-8,-8,4,3,6,4,1953,3,3,6,1,2,6,3,0.221,0.221,1,5,6261072,W Con Male,W1,W2_Health_Transparency
6/14/2019,6/14/2019,0,100,168,1,6/14/2019,R_3KPKyXYt8xrM3GJ,anonymous,EN,1,3,3,2,1,-6,1,1,1, ,1, , , ,1, , , ,1, , ,-2,-2,-2,4,5,5,5,1989,2,1,8,2,1,12,2,0.0606,0.0606,1,5,4952912,W Lib Female,W2,W2_Health_Transparency
6/14/2019,6/14/2019,0,100,213,1,6/14/2019,R_3Ja2IEqUhvAeYut,anonymous,EN,1,2,3,1,1,-6, , , , , , , ,1, , , , , , ,1,-1,-2,1,4,6,6,3,1988,3,5,12,1,1,7,3,0.7142,0.7142,1,5,9425056,W Lib Male,W2,W2_Health_Agency
6/14/2019,6/14/2019,0,100,76,1,6/14/2019,R_1gLXh1Mo22vCcGc,anonymous,EN,1,4,3,1,1,-1, ,1, ,1, , , , , ,1,1, , , , ,-3,0,0,5,4,4,5,1986,2,5,4,2,3,7,2,0.7142,0.7142,1,5,7924008,W Ind Male,W2,W2_Health_Agency
6/14/2019,6/14/2019,0,100,213,1,6/14/2019,R_3qE9y9oeRya3yCR,anonymous,EN,1,3,2,2,1,-6, , , , , ,1, , ,1, , , , , , ,-3,-5,-4,3,5,6,2,1984,1,3,3,1,1,13,2,0.2325,0.2325,1,5,1889479,W Lib Female,W1,W2_Courts_Control
6/14/2019,6/14/2019,0,100,173,1,6/14/2019,R_3Gg55vPjM0Q9BHQ,anonymous,EN,1,6,3,1,1,-10,1, ,1, ,1, , , ,1, , , , , , ,4,2,2,5,6,6,5,1990,3,1,11,2,2,13,3,0.2325,0.2325,1,5,2082925,W Con Male,W2,W2_Health_Bias
6/14/2019,6/14/2019,0,100,218,1,6/14/2019,R_866UznzdwfPnuQV,anonymous,EN,1,2,2,2,1,-10,1,1,1,1,1,1,1, ,1, , , ,1,1, ,2,2,4,5,5,5,4,1957,3,3,2,3,1,14,3,0.2318,0.2318,1,5,8752338,W Lib Female,W2,W2_Health_Transparency
6/14/2019,6/14/2019,0,100,207,1,6/14/2019,R_1hLmWGMJvjZz6Yf,anonymous,EN,1,3,2,2,1,-8,1, ,1, ,1, , , ,1, , , , , , ,-6,-2,-6,4,3,6,3,1971,3,1,3,1,1,4,3,0.7515,0.7515,1,5,359658,W Lib Female,W1,W2_Courts_Agency
6/14/2019,6/14/2019,0,100,203,1,6/14/2019,R_33EdQWTlUKBzArc,anonymous,EN,1,2,3,1,3,-9,1, , , ,1, , , , , , , , , ,1,-3,-2,0,4,7,5,2,1993,3,5,12,1,1,4,3,0.7515,0.7515,5,5,7603202,O Lib Male,W2,W2_Courts_Bias
6/14/2019,6/14/2019,0,100,228,1,6/14/2019,R_1KdUKGOqKOOdh9f,anonymous,EN,1,3,3,1,1,7,1, ,1, ,1, , , , , , , , , ,1,5,3,6,5,5,5,5,1992,3,5,10,1,1,6,3,0.221,0.221,5,5,3222789,W Lib Male,W1,W2_Health_Bias
6/14/2019,6/14/2019,0,100,208,1,6/14/2019,R_2meCTDt4UEDbLPP,anonymous,EN,1,6,2,2,1,0,1, , , , , ,1, , , , , , , ,1,-6,-8,-10,4,3,7,8,1982,3,5,4,2,2,12,3,0.0606,0.0606,1,5,2406005,W Con Female,W2,W2_Courts_Bias
6/14/2019,6/14/2019,0,100,142,1,6/14/2019,R_WeAg970uQWWIx3z,anonymous,EN,1,4,3,1,1,0, , , , , , , ,1, , , , , , ,1,0,0,0,5,4,4,2,1993,2,5,1,3,3,14,2,0.2318,0.2318,1,5,7257491,W Ind Male,W2,W2_Health_Control
6/14/2019,6/14/2019,0,100,190,1,6/14/2019,R_aV0BiQoacW2aChr,anonymous,EN,1,3,2,1,1,-10, , , , ,1, , , ,1, , , , , , ,-6,-6,-4,3,3,4,5,1972,3,1,12,1,1,8,2,0.91,0.91,1,5,3976300,W Lib Male,W2,W2_Health_Bias
6/14/2019,6/14/2019,0,100,215,1,6/14/2019,R_DcSmS5UiiF46LtL,anonymous,EN,1,4,3,2,4,-9,1, , , ,1, , , ,1, , , , , , ,0,4,6,4,4,7,5,1992,3,5,10,1,3,7,3,0.7142,0.7142,1,5,8029142,O Ind Female,W1,W2_Courts_Control
6/14/2019,6/14/2019,0,100,247,1,6/14/2019,R_3irLUKdHuOxl7fn,anonymous,EN,1,5,2,2,1,-5,1, ,1, , , , , , , , , , , ,1,-2,4,-2,4,6,6,4,1958,1,1,3,3,2,6,1,0.221,0.221,1,5,3873594,W Con Female,W1,W2_Health_Bias
6/14/2019,6/14/2019,0,100,163,1,6/14/2019,R_1lcLFfDdvJ8ZEfE,anonymous,EN,1,3,2,1,1,-10,1, , , ,1, , , , , , , , , ,1,-2,2,2,4,6,7,5,1995,3,5,7,3,3,6,3,0.221,0.221,1,5,3370833,W Lib Male,W1,W2_Courts_Bias
6/14/2019,6/14/2019,0,100,239,1,6/14/2019,R_ABroHbDJd06aBwZ,anonymous,EN,1,6,2,1,1,-7,1, ,1, ,1, , , ,1, , , , , , ,-6,-6,2,4,3,5,3,1975,2,1,12,2,2,13,2,0.2325,0.2325,1,5,4063962,W Con Male,W1,W2_Health_Bias
6/14/2019,6/14/2019,0,100,251,1,6/14/2019,R_1CqK48GyEN8MyVq,anonymous,EN,1,1,2,1,3,-7,1, ,1,1,1, ,1, ,1,1,1,1,1,1, ,-8,-9,-9,2,2,3,3,1993,3,5,8,1,1,14,2,0.2318,0.2318,1,5,9699211,O Lib Male,W1,W2_Health_Agency
6/14/2019,6/14/2019,0,100,176,1,6/14/2019,R_3mlWlU2vyoMnS5i,anonymous,EN,1,2,3,1,1,5,1, , ,1, , , , ,1,1, , , , , ,5,3,-3,6,2,3,5,1981,3,1,3,1,2,7,3,0.7142,0.7142,1,5,3693922,W Lib Male,W1,W2_Health_Transparency
6/14/2019,6/14/2019,0,100,217,1,6/14/2019,R_3L7qPGVNuULQQqd,anonymous,EN,1,6,2,2,1,-10, , , , , , , ,1, , , , , , ,1,0,0,1,4,4,3,5,1973,3,1,9,1,2,5,3,0.66,0.66,1,5,9216805,W Con Female,W1,W2_Health_Control
6/14/2019,6/14/2019,0,100,171,1,6/14/2019,R_1eM4lgXcXJdFaTK,anonymous,EN,1,3,2,1,1,-4,1, , , , , , , , , , , , , ,1,-2,-7,-5,2,6,5,5,1981,1,5,8,1,3,13,2,0.2325,0.2325,1,5,9257710,W Lib Male,W2,W2_Health_Bias
6/14/2019,6/14/2019,0,100,159,1,6/14/2019,R_2QEw3PJjVvtmLAC,anonymous,EN,1,1,3,1,1,-7,1, , , ,1, , , , , , , , , ,1,-10,-10,-10,4,3,6,5,1994,2,5,6,1,1,12,2,0.0606,0.0606,1,5,9481905,W Lib Male,W1,W2_Courts_Transparency
6/14/2019,6/14/2019,0,100,239,1,6/14/2019,R_YYSl7o0l5zSD2fL,anonymous,EN,1,2,3,1,1,-10, , , , ,1, , , , , , , , , ,1,-4,-4,-4,3,2,2,5,1982,3,1,12,2,1,7,2,0.7142,0.7142,1,5,8183327,W Lib Male,W2,W2_Health_Transparency
6/14/2019,6/14/2019,0,100,168,1,6/14/2019,R_2TXAdHXLNbXA1ah,anonymous,EN,1,1,1,2,1,-7,1, , , ,1, , , , , , , , , ,1,1,0,-1,5,6,7,6,1978,3,1,9,1,1,12,3,0.0606,0.0606,1,5,2952469,W Lib Female,W1,W2_Courts_Bias
6/14/2019,6/14/2019,0,100,227,1,6/14/2019,R_1rChQmTKICV6kH6,anonymous,EN,1,2,1,2,1,8, , ,1,1,1,1, , ,1, , , ,1, , ,-7,-8,-8,2,3,5,3,1989,2,1,3,3,1,6,2,0.221,0.221,1,5,6788681,W Lib Female,W1,W2_Health_Control
6/14/2019,6/14/2019,0,100,122,1,6/14/2019,R_2QXnX7nacZ3UWRJ,anonymous,EN,1,1,3,2,1,-10, ,1, , , ,1,1, , , , , ,1,1, ,-10,-10,-10,1,1,1,5,1995,2,5,4,1,1,17,2,0.8274,0.8274,1,5,653443,W Lib Female,W1,W2_Health_Transparency
